id,uuid,name,description,description_source,category_id,category_name,muscles_primary,muscles_secondary,equipment_list,image_url,image_thumbnail_url,is_front_image,wger_variations,embed_status,created_at,updated_at
484,a6c2a970-a621-4e03-be1d-4a29118b1687,Rack Deadlift,"Deadlift to be done using a Smith machine or a free rack. Bar or barbell hould be just right under the knee cap level. Lift using the glutes and through the heels, then come back to starting postion with a control movement of 2 seconds. This exercise targets mainly the lower back and glutes.",wger,12,Back,"[""Latissimus dorsi""]","[""Gluteus maximus"", ""Hamstrings""]","[""Barbell""]",https://wger.de/media/exercise-images/161/Dead-lifts-1.png,https://wger.de/media/exercise-images/161/Dead-lifts-1.png,0,3.0,pending,2026-03-29 04:49:36,2026-03-29 05:39:43
487,3f93459a-d06e-465c-85db-2137da759440,Rear Delt Raises,Seated on a bench bWith the dumbbells on the floor bend over at 45 Degrees and then slowly raise each dumbbell to shoulder height and hold for a couple seconds before lowering to the starting position.,wger,13,Shoulders,"[""Anterior deltoid""]","[""Latissimus dorsi""]","[""Dumbbell"", ""Bench""]",,,1,4.0,pending,2026-03-29 04:49:36,2026-03-29 04:49:36
490,2b6c09f7-dbf1-45ea-baf6-9a12e0b12396,Renegade Row,"Get into pushup position gripping some dumbbells. Perform one pushup, then drive your left elbo up, bringing the dumbell up to your body. Return the dumbell to starting position. Perform another pushup and then row with the other arm to complete one rep.",wger,12,Back,"[""Latissimus dorsi""]","[""Rectus abdominis"", ""Anterior deltoid""]","[""Dumbbell""]",,,1,1.0,pending,2026-03-29 04:49:36,2026-03-29 04:49:36
493,834c639f-4c82-404d-909f-4c75275465a0,Reverse Bar Curl,"Starting Position: Stand with feet shoulder-width apart, holding an EZ-bar or barbell with an overhand (pronated) grip.
Execution: Curl the bar upward toward your shoulders. Keep your upper arms stationary and your wrists straight. Lower the bar with control.
Tips: This grip targets the brachioradialis and forearms more than a traditional underhand curl. Avoid using momentum.",gpt_generated,8,Arms,"[""Biceps brachii""]",[],"[""SZ-Bar""]",,,1,16.0,pending,2026-03-29 04:49:36,2026-03-30 01:12:46
495,2cd5e3c6-a8c0-456a-ab47-5e7b3a435407,Reverse Curl,The reverse-grip barbell curl is a variation on the biceps curl where the palms face downward. The switch from an underhand to an overhand grip brings the forearm and brachialis muscles more into the exercise.,wger,8,Arms,"[""Biceps brachii""]",[],"[""Barbell""]",,,1,,pending,2026-03-29 04:49:36,2026-03-29 04:49:36
498,1b95d961-1d5c-4ded-b25e-c090295ffe37,Reverse Grip Bench Press,"Starting Position: Lie on a flat bench and grasp a barbell with an overhand, shoulder-width grip. Hold the bar above your chest with arms extended.
Execution: Lower the bar to your lower chest, keeping your elbows tucked in close to your body. Press the bar back up to the starting position.
Tips: This variation places more emphasis on the triceps. Keep your core engaged to prevent excessive arching of the back.",gpt_generated,11,Chest,"[""Pectoralis major""]","[""Triceps brachii""]","[""Barbell"", ""Bench""]",,,1,7.0,pending,2026-03-29 04:49:37,2026-03-30 01:12:46
500,09349391-375b-42d5-8979-00a5d7196a5b,Reverse Plank,"Starting Position: Sit on the floor with your legs extended in front of you. Place your hands on the floor behind you, fingers pointing toward your feet.
Execution: Lift your hips off the floor until your body forms a straight line from your heels to your shoulders. Hold this position.
Tips: Keep your core and glutes engaged. Avoid letting your hips sag.",gpt_generated,10,Abs,"[""Rectus abdominis""]","[""Latissimus dorsi"", ""Gluteus maximus""]","[""Bodyweight""]",,,1,45.0,pending,2026-03-29 04:49:37,2026-03-30 01:12:46
501,7671b16c-5023-4663-b00d-86dd018e024f,Ring Dips,"Starting Position: Hold onto gymnastic rings and position your body in a support position with your arms straight and locked out.
Execution: Lower your body by bending your elbows until your shoulders are about level with your hands. Press back up to the starting position.
Tips: Keep your torso upright and avoid swinging. This is an advanced exercise that requires significant strength.",gpt_generated,8,Arms,"[""Triceps brachii""]","[""Pectoralis major"", ""Anterior deltoid""]","[""Other"", ""Bodyweight""]",,,1,19.0,pending,2026-03-29 04:49:36,2026-03-30 01:12:46
505,af2f774c-296c-4d14-8e4a-fad77175ae37,Roman Chair,"Starting Position: Position yourself on a Roman chair (hyperextension bench) with your ankles secured and your upper body hanging freely.
Execution: Lower your upper body by bending at the waist. Raise your torso back up until your body is in a straight line.
Tips: Do not hyperextend your back beyond the starting position. To increase difficulty, you can hold a weight plate to your chest.",gpt_generated,10,Abs,"[""Latissimus dorsi""]","[""Gluteus maximus"", ""Hamstrings""]","[""Machine""]",,,1,,pending,2026-03-29 04:49:37,2026-03-30 01:12:46
507,2e7ffff9-e603-4b28-98c8-31d1a6ce8cd9,Romanian Deadlift,"Starting Position: Stand with feet hip-width apart, holding a dumbbell in front of each thigh. Keep your knees slightly bent.
Execution: Hinge at your hips, lowering the dumbbells toward the floor while keeping your back straight. Go as low as your hamstring flexibility allows. Return to standing by driving your hips forward.
Tips: Keep the dumbbells close to your body. The movement is a hip hinge, not a squat.",gpt_generated,9,Legs,"[""Hamstrings""]","[""Gluteus maximus"", ""Latissimus dorsi""]","[""Dumbbell""]",,,1,3.0,pending,2026-03-29 04:49:36,2026-03-30 01:12:46
508,4b7cb037-0789-4014-ab6f-a451716b7538,Row,"In strength training, rowing (or a row, usually preceded by a qualifying adjective — for instance a seated row) is an exercise where the purpose is to strengthen the muscles that draw the rower's arms toward the body (latissimus dorsi) as well as those that retract the scapulae (trapezius and rhomboids) and those that support the spine (erector spinae). When done on a rowing machine, rowing also exercises muscles that extend and support the legs (quadriceps and thigh muscles). In all cases, the abdominal and lower back muscles must be used in order to support the body and prevent back injury.",wger,12,Back,"[""Latissimus dorsi""]","[""Latissimus dorsi"", ""Biceps brachii"", ""Quadriceps femoris""]","[""Machine""]",,,1,1.0,pending,2026-03-29 04:49:36,2026-03-29 04:49:36
510,88dbcc74-0304-4fcf-8a47-92d14a484b0a,"Rowing, Lying on Bench","Starting Position: Lie face down on a flat bench with a dumbbell in each hand, arms hanging straight down.
Execution: Pull the dumbbells up toward your chest, keeping your elbows close to your body. Squeeze your back muscles at the top. Lower the weights with control.
Tips: Keep your head and neck in a neutral position. Focus on using your back to initiate the pull.",gpt_generated,12,Back,"[""Latissimus dorsi""]","[""Latissimus dorsi"", ""Biceps brachii""]","[""Dumbbell"", ""Bench""]",,,1,1.0,pending,2026-03-29 04:49:36,2026-03-30 01:12:46
512,00fcf603-b0d0-48d2-9b5e-c7f0d510d46c,"Rowing seated, narrow grip",Tighten muscles Controlled movement Slow movement Keep upper body upright Do not lean back Pull toward chest,wger,12,Back,"[""Latissimus dorsi""]","[""Latissimus dorsi"", ""Biceps brachii""]","[""Cable"", ""Machine""]",https://wger.de/media/exercise-images/512/b938437e-ff00-4679-9036-acb41bb28bbd.png,https://wger.de/media/exercise-images/512/b938437e-ff00-4679-9036-acb41bb28bbd.png,1,1.0,pending,2026-03-29 04:49:36,2026-03-29 05:39:43
513,32c129f7-cc28-4ebc-8465-e4fa62e220b1,"Rowing, T-bar","The execution of this exercise is very similar to the regular bent over rowing, only that the bar is fixed here. Grab the barbell with a wide grip (slightly more than shoulder wide) and lean forward. Your upper body is not quite parallel to the floor, but forms a slight angle. The chest's out during the whole exercise. Pull now the barbell with a fast movement towards your belly button, not further up. Go slowly down to the initial position. Don't swing with your body and keep your arms next to your body.",wger,12,Back,"[""Latissimus dorsi""]","[""Latissimus dorsi"", ""Biceps brachii""]","[""Barbell"", ""Machine""]",https://wger.de/media/exercise-images/106/T-bar-row-2.png,https://wger.de/media/exercise-images/106/T-bar-row-2.png,0,1.0,pending,2026-03-29 04:49:36,2026-03-29 05:39:43
516,58416166-7a3a-470d-b493-27332799dcdf,Front Wood Chop,"Starting Position: Stand sideways next to a high-pulley cable machine. Grasp the handle with both hands.
Execution: Pull the handle down and across your body in a diagonal chopping motion, ending near your opposite hip. Slowly return to the starting position.
Tips: Keep your arms straight but not locked. Rotate your torso to generate power, but keep your hips stable.",gpt_generated,12,Back,"[""Obliques""]","[""Rectus abdominis"", ""Anterior deltoid""]","[""Cable""]",,,1,,pending,2026-03-29 04:49:36,2026-03-30 01:12:46
525,d9e306b6-d6ff-4e61-b283-4b085d8edaaf,Bent Over Rowing Reverse,"Starting Position: Stand with feet shoulder-width apart, holding a barbell with an overhand, wider-than-shoulder-width grip. Hinge at the hips, keeping your back straight and knees slightly bent.
Execution: Pull the barbell up toward your lower abdomen, keeping it close to your body. Your elbows will flare out to the sides. Lower the bar with control.
Tips: This reverse grip variation targets the upper back and traps. Keep your core braced to protect your lower back.",gpt_generated,12,Back,"[""Latissimus dorsi""]","[""Latissimus dorsi"", ""Biceps brachii""]","[""Barbell""]",https://wger.de/media/exercise-images/70/Reverse-grip-bent-over-rows-2.png,https://wger.de/media/exercise-images/70/Reverse-grip-bent-over-rows-2.png,0,1.0,pending,2026-03-29 04:49:36,2026-03-30 01:12:46
527,a48295d8-21da-4625-8a85-331d7ced8d8b,Run,"Starting Position: Stand with a relaxed posture.
Execution: Run at a steady pace, swinging your arms and legs naturally.
Tips: Maintain an upright posture and breathe rhythmically. Start with a warm-up and end with a cool-down.",gpt_generated,15,Cardio,"[""Quadriceps femoris"", ""Hamstrings""]","[""Gastrocnemius"", ""Gluteus maximus""]","[""Bodyweight""]",,,1,44.0,pending,2026-03-29 04:49:37,2026-03-30 01:12:46
529,6cf55ecc-86ee-492d-a7f6-977bf61758b3,Run - Interval Training,"Starting Position: Stand with a relaxed posture.
Execution: Alternate between periods of high-intensity sprinting and low-intensity jogging or walking.
Tips: The duration and intensity of work and rest periods can be varied. Ensure you are properly warmed up before sprinting.",gpt_generated,15,Cardio,"[""Quadriceps femoris"", ""Hamstrings""]","[""Gastrocnemius"", ""Gluteus maximus""]","[""Bodyweight""]",,,1,44.0,pending,2026-03-29 04:49:37,2026-03-30 01:12:46
530,654793c2-e0e3-41fd-a549-0ece0f4378e8,Run - Treadmill,"Starting Position: Stand on a treadmill, holding the handrails for support if needed.
Execution: Start the treadmill and begin walking or running at your desired pace and incline.
Tips: Maintain good posture, looking forward, not down at your feet. Use the safety clip if available.",gpt_generated,15,Cardio,"[""Quadriceps femoris"", ""Hamstrings""]","[""Gastrocnemius"", ""Gluteus maximus""]","[""Machine""]",,,1,44.0,pending,2026-03-29 04:49:40,2026-03-30 01:12:46
537,57e17672-52b9-43cf-8d0d-4b3f06a0c0d0,Incline Bench Press - Dumbbell,Bench should be angled anywhere from 30 to 45 degrees Be sure to press dumbbells straight upward (perpendicular to the floor),wger,11,Chest,"[""Pectoralis major""]","[""Anterior deltoid"", ""Triceps brachii""]","[""Dumbbell"", ""Bench""]",https://wger.de/media/exercise-images/16/Incline-press-2.png,https://wger.de/media/exercise-images/16/Incline-press-2.png,0,7.0,pending,2026-03-29 04:49:40,2026-03-29 05:39:43
538,275fb49f-975c-4d6e-9d63-2c86ed740f40,Incline Bench Press - Barbell,"Starting Position: Lie on an incline bench, securing your feet. Grasp the barbell with a grip slightly wider than shoulder-width. Unrack the bar and hold it with arms fully extended over your upper chest.
Execution: Lower the barbell to your upper chest in a controlled motion. Press the bar back up to the starting position by extending your arms.
Tips: Keep your elbows at about a 45-degree angle to your body. Do not bounce the bar off your chest.",gpt_generated,11,Chest,"[""Pectoralis major""]","[""Anterior deltoid"", ""Triceps brachii""]","[""Barbell"", ""Bench""]",https://wger.de/media/exercise-images/538/a1c23996-c8aa-42e3-9dfc-bed0654d849f.png,https://wger.de/media/exercise-images/538/a1c23996-c8aa-42e3-9dfc-bed0654d849f.png,0,7.0,pending,2026-03-29 04:49:37,2026-03-30 01:12:46
539,60e9a0c0-5458-46cd-ab41-7d7b85225cf8,Incline Bench Press - MP,"Starting Position: Lie on an incline bench positioned under a Smith machine or multi-press bar. Grasp the bar with a grip slightly wider than shoulder-width. Unrack the bar and hold it with arms extended.
Execution: Lower the bar to your upper chest. Press the bar back up until your arms are fully extended.
Tips: The machine provides a fixed path, which can add stability. Focus on a controlled negative (lowering) phase.",gpt_generated,11,Chest,"[""Pectoralis major""]","[""Anterior deltoid"", ""Triceps brachii""]","[""Machine"", ""Bench""]",https://wger.de/media/exercise-images/61/Close-grip-bench-press-2.png,https://wger.de/media/exercise-images/61/Close-grip-bench-press-2.png,0,7.0,pending,2026-03-29 04:49:37,2026-03-30 01:12:46
543,5912d7ed-6a0e-4b4c-b30a-fc9f3f890fc1,"Shoulder Press, on Machine","Starting Position: Sit on the shoulder press machine with your back flat against the pad. Grasp the handles, keeping your elbows bent and hands at about shoulder height.
Execution: Press the handles upward until your arms are almost fully extended but not locked out. Slowly return to the starting position.
Tips: Keep your head and back against the pad. Avoid using excessive momentum or arching your back.",gpt_generated,13,Shoulders,"[""Anterior deltoid""]","[""Triceps brachii""]","[""Machine""]",https://wger.de/media/exercise-images/53/Shoulder-press-machine-1.png,https://wger.de/media/exercise-images/53/Shoulder-press-machine-1.png,0,5.0,pending,2026-03-29 04:49:37,2026-03-30 01:12:46
