name,cuisine_type,calories,protein,carbs,fat,diet_tags,description,embed_status,image_url
Vegan Spinach and Hominy Enchiladas With Spicy Cashew Cream Recipe,american,3312,95.94,460.5,120.71,"[""vegan""]","Bánh cuộn rau bina sốt kem hạt điều cay, đậm đà và lạ miệng.",pending,https://your-domain.com/images/default-meal.png
"Braised Red Cabbage (Rotkraut) - (Vegan, Gluten Free, Low Fat)",american,804,19.6,91.74,39.84,"[""vegan""]","Bắp cải tím hầm kiểu Đức, vị chua ngọt hài hòa và ít béo.",pending,https://your-domain.com/images/default-meal.png
Nut Meat Tacos with Pickled Red Onions,american,1661,43.71,165.56,91.56,"[""vegan""]","Tacos thịt hạt kèm hành ngâm, sự kết hợp giòn bùi và chua thanh.",pending,https://your-domain.com/images/default-meal.png
"Zucchini Noodles with Roasted Tomato Sauce (Gluten-Free, Vegan)",american,802,22.79,88.69,39.57,"[""vegan""]","Mì bí ngòi sốt cà chua nướng, thanh nhẹ và hoàn toàn không gluten.",pending,https://your-domain.com/images/default-meal.png
End Of Summer Peach Apple Cobbler (Gluten-Free & Vegan),american,1784,25.99,293.33,56.32,"[""vegan""]","Bánh đào táo nướng cuối hè, ngọt ngào và giòn tan đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Fried Eggplant Sandwich With Eggplant Mayo Recipe,mediterranean,4534,60.32,323.46,333.19,"[""vegan""]",Bánh mì kẹp cà tím chiên kèm sốt mayo cà tím độc đáo.,pending,https://your-domain.com/images/default-meal.png
Ruby and Emerald Jeweled Rice,american,3582,71.39,635.59,83.8,"[""vegan""]","Cơm ngũ sắc rực rỡ như ngọc, thơm lừng hương thảo mộc và hạt.",pending,https://your-domain.com/images/default-meal.png
Creamy Penne Pasta Bake With Zucchini,italian,2683,72.39,391.05,92.19,"[""vegan""]","Mì Penne bỏ lò kem bí ngòi, béo ngậy và thơm phức phô mai.",pending,https://your-domain.com/images/default-meal.png
Pumpkin Polenta Recipe With Tomatillo-Avocado Salsa,south american,1814,25.55,215.41,94.48,"[""vegan""]","Cháo ngô bí đỏ kèm sốt bơ xanh, món ăn độc đáo và bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Gluten-Free Black Bean Burgers,south east asian,3071,167.98,551.67,21.39,"[""vegan""]","Burger đậu đen không gluten, vị đậm đà và cực kỳ lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Creamy Polenta with Tempeh Sausage and Tomatoes,american,2639,149.12,256.35,113.0,"[""vegan""]","Cháo ngô kem kèm xúc xích Tempeh, món ăn ấm áp và giàu đạm.",pending,https://your-domain.com/images/default-meal.png
Black Bean And Butternut Squash Burritos,mexican,2161,80.91,322.43,60.9,"[""vegan""]","Burrito đậu đen và bí đỏ, sự kết hợp ngọt bùi chuẩn vị Mexico.",pending,https://your-domain.com/images/default-meal.png
Jicama and Pomelo Salad With Spicy Thai Dressing (Vegan) Recipe,south east asian,595,20.97,83.67,19.59,"[""vegan""]","Salad củ đậu và bưởi sốt Thái, chua cay giòn tan cực sảng khoái.",pending,https://your-domain.com/images/default-meal.png
Red Lentil Spaghetti With Vegan Cauliflower Rosa Sauce and Arugula,american,2006,68.96,372.57,26.63,"[""vegan""]","Mì đậu lăng đỏ sốt súp lơ hồng, thanh nhẹ và giàu dinh dưỡng.",pending,https://your-domain.com/images/default-meal.png
Dried Olive and Miso Shake (The Best Vegan Parmesan Substitute) Recipe,american,886,12.55,40.94,74.64,"[""vegan""]","Gia vị ô liu miso, sự thay thế hoàn hảo cho phô mai Parmesan.",pending,https://your-domain.com/images/default-meal.png
Vietnamese-Style Tofu Hero with Asian Slaw,south east asian,1324,49.71,65.14,96.03,"[""vegan""]","Bánh mì kẹp đậu hũ kiểu Việt, kèm salad rau củ giòn cay.",pending,https://your-domain.com/images/default-meal.png
"A Recipe For Long Grain Brown Rice Pilaf (Vegan, Gluten Free)",mediterranean,1352,43.94,188.1,47.11,"[""vegan""]","Cơm Pilaf gạo lứt hạt dài, thơm lừng gia vị Địa Trung Hải.",pending,https://your-domain.com/images/default-meal.png
Hazelnut Fig Crackers with Sage and Black Pepper,american,6200,167.2,358.87,455.11,"[""vegan""]","Bánh quy hạt phỉ và sung, thơm nồng hương lá thơm và tiêu.",pending,https://your-domain.com/images/default-meal.png
crunchy quinoa & veggie roaster,american,1727,47.61,172.48,94.06,"[""vegan""]","Quinoa và rau củ nướng giòn, món ăn giàu chất xơ và năng lượng.",pending,https://your-domain.com/images/default-meal.png
Chocolate Cake with Chocolate-Orange Frosting,american,5176,37.4,726.63,235.54,"[""vegan""]","Bánh socola sốt cam, sự kết hợp ngọt ngào và hương thơm thanh khiết.",pending,https://your-domain.com/images/default-meal.png
Vegan Olive Oil Cake (adapted from Maialino's Olive Oil Cake),american,5461,59.98,595.67,315.33,"[""vegan""]","Bánh mì dầu ô liu thuần chay, cốt bánh ẩm mịn và thanh tao.",pending,https://your-domain.com/images/default-meal.png
Cashew Cheesecake,american,4701,87.42,376.41,316.17,"[""vegan""]","Bánh phô mai hạt điều béo ngậy, mịn màng và hoàn toàn thuần chay.",pending,https://your-domain.com/images/default-meal.png
Creamy Coconut & Roasted Beet Soup with Pistachios & Greek Yogurt,mediterranean,2248,53.36,194.74,139.46,"[""vegan""]","Súp củ dền cốt dừa kem hạt dẻ cười, màu sắc rực rỡ.",pending,https://your-domain.com/images/default-meal.png
"Pasta With Snap Peas, Garlic, Lemon Zest, and Black Pepper (Vegan) Recipe",american,1550,43.66,212.0,58.57,"[""vegan""]","Mì Ý đậu hà lan tỏi chanh, thanh nhẹ và thơm nồng nàn.",pending,https://your-domain.com/images/default-meal.png
Curried Chickpea Sandwich,indian,2634,81.73,310.6,118.26,"[""vegan""]","Bánh mì kẹp cà ri đậu gà, đậm đà gia vị Ấn Độ lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Gluten Free Green Bean Casserole,south east asian,8392,101.87,445.89,688.94,"[""vegan""]","Đậu que bỏ lò không gluten, giòn ngon và cực kỳ lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Cashew cream fettuccine Alfredo with sauteed spinach and cheese crisps (gluten-free),italian,4817,134.51,486.89,259.0,"[""vegan""]","Mì Alfredo kem hạt điều rau bina, béo ngậy và sang trọng.",pending,https://your-domain.com/images/default-meal.png
"Vegan Peanut, Sweet Potato, and Kale Soup With Coconut Recipe",american,5636,102.57,257.64,466.14,"[""vegan""]","Súp đậu phộng khoai lang cốt dừa, béo bùi và ấm áp.",pending,https://your-domain.com/images/default-meal.png
Sweet Potato and Mushroom Cannelloni with Braised Escarole and Butter Beans (Vegan) Recipe,american,2528,98.62,443.0,40.15,"[""vegan""]","Mì cuộn khoai lang nấm, món ăn tinh tế và giàu hương vị.",pending,https://your-domain.com/images/default-meal.png
"A Recipe for Long Grain Brown Rice Pilaf (Vegan, Gluten Free)",mediterranean,1184,31.85,171.16,41.35,"[""vegan""]","Cơm Pilaf gạo lứt thơm lừng, món ăn kèm hoàn hảo và bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Creamy Zucchini Soup With Scallions And Brazil Nut Chili Oil (Vegan),american,1302,18.0,47.86,115.43,"[""vegan""]","Súp bí ngòi kem hành lá, điểm xuyết dầu ớt hạt Brazil béo ngậy.",pending,https://your-domain.com/images/default-meal.png
"Cumin Scented Kale with Onions, Tomatoes and Mushrooms (Vegan and Gluten Free)",american,373,23.34,55.86,6.25,"[""vegan""]","Cải xoăn xào hương thì là, món rau đậm đà và giàu sắt.",pending,https://your-domain.com/images/default-meal.png
Grilled Marinated Heart of Palm Tacos With Spicy Cabbage Slaw (vegan) Recipe,american,1475,37.49,199.1,58.73,"[""vegan""]","Tacos lõi cọ nướng kèm salad bắp cải, giòn tan và lạ miệng.",pending,https://your-domain.com/images/default-meal.png
"Spicy, Smoky Bean Cakes with Lime Slaw and Charred Avocado Recipe",south american,1902,66.35,249.4,71.01,"[""vegan""]","Bánh đậu cay xông khói kèm bơ nướng, bùng nổ hương vị Nam Mỹ.",pending,https://your-domain.com/images/default-meal.png
Curried Lentils with Quick-Pickled Veggies,indian,3715,225.55,590.44,50.12,"[""vegan""]","Đậu lăng cà ri kèm rau củ muối, sự cân bằng vị giác tuyệt vời.",pending,https://your-domain.com/images/default-meal.png
Hearty Vegan Polenta and Kale Soup With Miso and Toasted Sesame Oil Recipe,japanese,1677,23.03,167.07,101.79,"[""vegan""]","Súp Polenta cải xoăn vị Miso, ấm áp và thơm mùi dầu mè.",pending,https://your-domain.com/images/default-meal.png
Mushroom and Eggplant Veggie Burgers,nordic,2972,118.09,385.66,106.3,"[""vegan""]","Burger nấm và cà tím, kết cấu mềm mọng và hương vị đậm đà.",pending,https://your-domain.com/images/default-meal.png
Pesto Knots,american,1872,67.14,203.94,87.54,"[""vegan""]","Bánh nút thắt sốt Pesto, thơm lừng húng tây và vỏ bánh mềm dai.",pending,https://your-domain.com/images/default-meal.png
Southwestern Crispy Fish Taco Salad,american,3689,115.47,258.63,243.6,"[""vegan""]","Salad Tacos cá chay giòn, rực rỡ sắc màu và hương vị miền Tây.",pending,https://your-domain.com/images/default-meal.png
Kentucky fried seitan,mediterranean,8895,317.43,703.99,534.41,"[""vegan""]","Seitan chiên kiểu Kentucky, giòn rụm bên ngoài và dai ngon bên trong.",pending,https://your-domain.com/images/default-meal.png
Quinoa Maki with Avocado and Cajun Portobello Fillets,american,1476,30.0,115.55,99.36,"[""vegan""]","Sushi Quinoa bơ và nấm Cajun, món cuốn hiện đại và bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
Indian Stuffed Eggplant,mediterranean,2942,66.39,327.51,151.81,"[""vegan""]","Cà tím nhồi kiểu Ấn Độ, đậm đà gia vị và nướng thơm phức.",pending,https://your-domain.com/images/default-meal.png
"Spicy Peanut Noodle Salad With Cucumbers, Red Peppers, and Basil (Vegan) Recipe",american,2686,97.38,284.55,128.74,"[""vegan""]","Salad mì sốt đậu phộng cay, tươi mát và đầy lôi cuốn.",pending,https://your-domain.com/images/default-meal.png
Lemon Glazed Spice Cake With Whipped Cream,american,2754,29.85,482.83,78.11,"[""vegan""]","Bánh hương liệu phủ men chanh, ngọt ngào quyện chút chua thanh.",pending,https://your-domain.com/images/default-meal.png
Cozy Yellow Curry Vegetable Soup,indian,1542,46.9,136.01,90.04,"[""vegan""]","Súp rau củ cà ri vàng, món ăn ấm áp và giàu thảo mộc.",pending,https://your-domain.com/images/default-meal.png
"Japanese Udon With Mushroom-Soy Broth, Stir-Fried Mushrooms, and Cabbage (Vegan) Recipe",american,136,6.82,20.1,3.16,"[""vegan""]","Mì Udon súp nấm thanh tao, đậm đà bản sắc Nhật Bản.",pending,https://your-domain.com/images/default-meal.png
"Tempeh, Pepper, and Spinach-Pesto Sandwich",mediterranean,1715,88.15,164.82,78.16,"[""vegan""]","Bánh mì kẹp Tempeh sốt Pesto, giàu đạm và thơm mùi thảo mộc.",pending,https://your-domain.com/images/default-meal.png
Sweet potato & black bean chilli with zesty quinoa,south american,2084,70.17,302.2,66.07,"[""vegan""]","Súp khoai lang đậu đen kèm Quinoa, món ăn no bụng bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
"Oven Roasted Portobello Mushrooms marinated in Balsamic (Vegan, Gluten Free) Vinegar, Shallots and Thyme",american,397,10.23,86.04,1.3,"[""vegan""]","Nấm Portobello nướng giấm đen, thơm nồng nàn và đậm đà.",pending,https://your-domain.com/images/default-meal.png
Banana-Coconut Cake Recipe,caribbean,10069,55.36,1063.72,621.42,"[""vegan""]","Bánh chuối dừa kiểu Caribbean, ngọt ngào hương vị nhiệt đới khó quên.",pending,https://your-domain.com/images/default-meal.png
Party Vegan's Porcini-stuffed Seitan with Wild Mushroom Sauce Recipe,american,3631,273.14,433.03,89.55,"[""vegan""]","Seitan nhồi nấm Porcini sốt nấm rừng, món chính đẳng cấp tiệc tùng.",pending,https://your-domain.com/images/default-meal.png
Steamed Buns with Tempura King Oyster Mushrooms and Agave-Miso Mayonnaise (Vegan) Recipe,japanese,10384,75.31,498.92,898.55,"[""vegan""]","Bánh bao nấm đùi gà chiên, béo ngậy sốt Miso ngọt.",pending,https://your-domain.com/images/default-meal.png
Mexican Chocolate Cake,mexican,2780,37.67,460.63,87.47,"[""vegan""]","Bánh socola kiểu Mexico, chút cay nồng của quế làm dậy vị ngọt.",pending,https://your-domain.com/images/default-meal.png
"All the Veggies In Your Fridge, Stir-Fry (Low Oil, Vegan, GF)",american,679,10.96,123.44,15.73,"[""vegan""]","Rau củ xào thập cẩm ít dầu, thanh nhẹ và giữ trọn dưỡng chất.",pending,https://your-domain.com/images/default-meal.png
CHIPOTLE JACKFRUIT TACOS WITH SIMPLE GUAC AND LEMON ORANGE CREMA,mexican,2954,35.85,463.12,106.43,"[""vegan""]","Tacos mít non sốt Chipotle, kèm bơ nghiền và kem cam chanh.",pending,https://your-domain.com/images/default-meal.png
"Mediterranean White Beans with Sun Dried Tomatoes, Mushrooms, Garlic and Thyme (vegan, gluten free)",american,1671,96.57,251.63,30.86,"[""vegan""]",Đậu trắng Địa Trung Hải thơm nồng tỏi và thảo mộc.,pending,https://your-domain.com/images/default-meal.png
The Ultimate Rich and Creamy Vegan Ramen With Roasted Vegetables and Miso Broth Recipe,japanese,158,3.4,15.57,9.12,"[""vegan""]","Mì Ramen thuần chay béo ngậy, nước dùng Miso đậm đà sâu lắng.",pending,https://your-domain.com/images/default-meal.png
Ginger-Apple Crumble Pie (Gluten And Dairy-Free),american,3882,43.69,447.5,213.05,"[""vegan""]","Bánh táo gừng nướng giòn vụn, ấm áp và hoàn toàn lành mạnh.",pending,https://your-domain.com/images/default-meal.png
Sassy Springtime Rolls,south east asian,1296,53.3,189.63,35.99,"[""vegan""]","Cuốn mùa xuân tươi mát, đầy ắp rau củ và thảo mộc rực rỡ.",pending,https://your-domain.com/images/default-meal.png
"Spicy Sauteed Kale with Pan Roasted Garlic, Currants and Sun Flower Seeds (Vegan, gluten free)",american,843,22.66,74.51,50.5,"[""vegan""]","Cải xoăn xào tỏi cay, điểm xuyết vị ngọt từ nho khô.",pending,https://your-domain.com/images/default-meal.png
"Don't Die on Me Man - A Comforting and Healing Spicy Soup (Vegan, Gluten Free)",american,840,55.94,109.29,19.87,"[""vegan""]","Súp cay phục hồi năng lượng, ấm áp và cực kỳ bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
"Sichuan Shirataki Sesame Noodle Salad With Cucumber, Sichuan Peppercorn, Chili Oil, and Peanuts (Vegan) Recipe",american,2056,54.67,207.71,111.88,"[""vegan""]","Salad mì Shirataki kiểu Tứ Xuyên, cay nồng và giòn tan.",pending,https://your-domain.com/images/default-meal.png
Beetroot Tart Tatin,french,2412,26.4,161.98,184.31,"[""vegan""]","Bánh tart củ dền nướng ngược, sự kết hợp tinh tế giữa ngọt và béo.",pending,https://your-domain.com/images/default-meal.png
Beetroot & squash Wellingtons with kale pesto,british,5941,125.44,610.67,332.9,"[""vegan""]","Bánh cuộn củ dền bí đỏ sốt Pesto, món ăn sang trọng rực rỡ.",pending,https://your-domain.com/images/default-meal.png
"Carrot ""Lox""",british,83,2.53,16.67,0.7,"[""vegan""]","Cá hồi muối từ cà rốt, món khai vị độc đáo và thanh nhẹ.",pending,https://your-domain.com/images/default-meal.png
Coconut Mashed Sweet Potatoes,american,1548,23.13,253.62,48.98,"[""vegan""]","Khoai lang nghiền cốt dừa, béo ngậy và ngọt ngào tự nhiên.",pending,https://your-domain.com/images/default-meal.png
Buckwheat Tortillas,mexican,1607,45.44,255.23,44.91,"[""vegan""]","Bánh Tortilla lúa mạch đen, dẻo thơm và giàu dinh dưỡng hơn.",pending,https://your-domain.com/images/default-meal.png
Coconut chutney,indian,668,11.96,48.23,47.49,"[""vegan""]","Sốt chấm dừa tươi kiểu Ấn, béo bùi và thơm nồng gia vị.",pending,https://your-domain.com/images/default-meal.png
Rich Chocolate Ganache Topping Recipe,french,748,5.78,103.65,34.42,"[""vegan""]","Sốt socola Ganache đậm đà, mịn mượt hoàn hảo cho mọi loại bánh.",pending,https://your-domain.com/images/default-meal.png
Stuffed Mediterranean Baked Potato,mediterranean,1036,38.87,199.05,9.32,"[""vegan""]","Khoai tây nướng nhồi rau củ Địa Trung Hải, thơm ngon và bổ dưỡng.",pending,https://your-domain.com/images/default-meal.png
